sch_id,country,type_name,sch_name
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=5213,英国,中学,伊丽莎白女王男校
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=5054,英国,中学,欧拉托里学校
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=5053,英国,中学,莫勒斯皇家学校
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=5051,英国,中学,玛丽蒙德国际学校
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=5050,英国,中学,雷顿帕克学校
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=5040,英国,中学,爱普森学院
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=5041,英国,中学,法林顿斯中学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=5039,英国,中学,伊斯堡学院
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=4881,英国,中学,剑桥文理学院
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=4880,英国,中学,伊莎伯格女皇学院
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=4869,英国,中学,阿贝学院剑桥分院
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1604,英国,中学,切斯特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1621,英国,中学,安格利亚鲁斯金大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1617,英国,中学,阿伯泰大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1603,英国,中学,谢菲尔德哈勒姆大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1572,英国,中学,朴茨茅斯大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1574,英国,中学,罗伯特戈登大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1624,英国,中学,格林多大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1553,英国,中学,萨里大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1597,英国,中学,亚伯大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1521,英国,中学,布鲁内尔大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1590,英国,中学,伦敦政治经济学院
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1595,英国,中学,贝尔法斯特女王大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1536,英国,中学,巴斯大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1548,英国,中学,雷丁大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1537,英国,中学,东英吉利大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1596,英国,中学,邓迪大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1554,英国,中学,约克大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1558,英国,中学,萨塞克斯大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1525,英国,中学,基尔大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1585,英国,中学,坎特伯雷基督教会大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1544,英国,中学,莱斯特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1524,英国,中学,赫瑞瓦特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1557,英国,中学,埃克塞特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1628,英国,中学,新白金汉大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1612,英国,中学,伍斯特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1582,英国,中学,考文垂大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1633,英国,中学,纽曼大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1635,英国,中学,利兹三一大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1608,英国,中学,约克圣约翰大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1614,英国,中学,曼彻斯特都会大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1552,英国,中学,斯特拉斯克莱德大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1623,英国,中学,伦敦南岸大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1579,英国,中学,温切斯特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1619,英国,中学,利兹贝克特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1616,英国,中学,利物浦约翰摩尔斯大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1580,英国,中学,爱丁堡龙比亚大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1607,英国,中学,提赛德大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1570,英国,中学,斯旺西大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1561,英国,中学,伦敦城市大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1581,英国,中学,格拉斯哥卡利多尼亚大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1523,英国,中学,伦敦大学金史密斯学院
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1584,英国,中学,德蒙福特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1534,英国,中学,桑德兰大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1532,英国,中学,牛津布鲁克斯大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1594,英国,中学,白金汉大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1583,英国,中学,伦敦艺术大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1564,英国,中学,伯明翰大学学院
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1618,英国,中学,创意艺术大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1535,英国,中学,阿斯顿大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1613,英国,中学,金斯顿大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1530,英国,中学,诺桑比亚大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1531,英国,中学,诺丁汉特伦特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1620,英国,中学,贝德福特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1578,英国,中学,西英格兰大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1622,英国,中学,西苏格兰大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1587,英国,中学,威斯敏斯特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1634,英国,中学,卡迪夫城市大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1551,英国,中学,斯特灵大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1575,英国,中学,阿尔斯特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1609,英国,中学,史塔福郡大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1567,英国,中学,伦敦大学亚非学院
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1571,英国,中学,南威尔士大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1606,英国,中学,洛瀚普顿大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1605,英国,中学,爱丁堡玛格丽特女王大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1629,英国,中学,南安普顿索伦特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1543,英国,中学,肯特大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1542,英国,中学,赫尔大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1541,英国,中学,哈德斯费尔德大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1632,英国,中学,伯恩茅斯艺术学院
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1562,英国,中学,伯明翰城市大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1601,英国,中学,伯恩茅斯大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1573,英国,中学,班戈大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1625,英国,中学,巴斯斯巴大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1576,英国,中学,中央兰开夏大学
http://www.liuxuebao.com/cn/search/detail-school.aspx?id=1630,英国,中学,东伦敦大学
